,Body ID,Headline,Stance
2084,1514,সিনেমা ঢু পড়ল সরকারি বাস,agree
2085,3792,রুট চলব দ্রুতগতি বুলেট ট্র : রেলমন্ত্রী,agree
2086,518,ইলেক্ট্রোনিক পদ্ধতি ভা বিতরণ কার্যক্রম উদ্বোধন প্রধানমন্ত্রী,agree
2087,25,ইরিত্রিয়াইথিওপিয়া ২০ বছর সরাসরি ফ্লাইট,agree
2088,1930,বাঘা বাল্য বি পালি মামলা নি পুলিশ,unrelated
2089,136,বাচ্চু হত্ বিচার দা নিউইয়র্ মানববন্ধন,agree
2090,4109,ফেব্রুয়ারি জার্মানি ভোগ্যপণ্য প্রদর্শনী অংশ নি বাংলাদেশ,agree
2091,4266,ফেরদৌসী প্রিয়ভাষিণী,unrelated
2092,1415,জাতী বিশ্ববিদ্যালয়: ১ম বর্ষ স্নাতক পাস ভর্তি ২ রিলিজ স্লিপ,agree
2093,1589,আমান টার্গেট পূরণ চাপ ব্যাংক,agree
2094,4437,মির্জাপুর এক নারী ধর্ষণ হত্,unrelated
2095,2833,ল্যাপটপ ব্যাগ ইয়া উদ্ধা,agree
2096,3743,পৃথিবী বু লুকি র এক ট্রিলিয়ন টন হী,unrelated
2097,2246,সিলাট বিএনপি বিদ্রোহী জামায়া প্রার্থী রয়,unrelated
2098,605,গ্রেফ প্রতিরোধ: আমি খসরু,unrelated
2099,3214,গ্রী উৎসাহ উদ্দীপনা রবীন্দ্রনজরুল জন্ম জয়ন্তী উদযাপন,unrelated
2100,2221,এনআর তালিকা বাদ পড়লো ভ সাবেক রাষ্ট্রপতি পরি,agree
2101,2159,রোনালদো পা জ্ উঠলো পর্তুগাল,unrelated
2102,3606,বাংলাদাশ ঐতিহ্য সংস্কৃতি মুগ্ধ নেদারল্যান্ড কূটনৈতিক কম্যুনি,agree
2103,2099,ডিজিটাল উদ্ভাবনী মেলা সোম,unrelated
2104,2789,বিরক্তিক হেঁচকি সমাধান,agree
2105,3042,কাশ্মীর জঙ্গি হামলা আধাসামরিক বাহিনী সদস্য নি,agree
2106,3411,ছাত্রলীগ ন চাকরি দা চ শাটল ট্র বন্ধ,unrelated
2107,3233,রাশিয়া বিশ্বকাপ শততম গোল ম,unrelated
2108,1713,রাজধানী ঈদ জামাত,agree
2109,3515,টস জি ব্যাটিং বাংলাদেশ,agree
2110,1762,ইংলিশ কোচ ইনজুরি,agree
2111,1635,বাড়ল সোনা দাম,unrelated
2112,907,পাকিস্তান সংসদ নির্বাচন তৃতী লিঙ্গ প্রার্থী,agree
2113,2836,শিবগঞ্ ফেন্সিডিল উদ্ধা আটক ৩,unrelated
2114,2353,সৌদি আরব দূতাবা কনস্যুলা প্রদান,agree
2115,1048,সিরিয়া আইএ হামলা নি ২৫০,agree
2116,2938,পেট ব্যথা ৫ প্রাকৃতিক সমাধান,unrelated
2117,2593,চ্যাম্পিয়ন হ পর তিন ম্যাচ ফাইনাল : দেশম,agree
2118,2049,ডেঙ্গুজ্ব প্রতিরোধ করণী,agree
2119,2627,বাংলাদাশ বস্ত্ খা জাপানি বিনিয়োগ আহ্বান বাণিজ্যমন্ত্রী,unrelated
2120,1361,মোবাইল ইন্টারনেট ব্যবহার সুবিধা পা কিউ নাগরিক,unrelated
2121,334,মিঠুন ছাল বিরুদ্ধ ধর্ষণ অভিযোগ,agree
2122,567,ডায়াবেট নিয়ন্ত্রণ দরকা,agree
2123,877,সরকার দ্বিতী মেয়াদ শেষ বাজেট,agree
2124,3544,দক্ষিণ কোরিয়া চলচ্চিত্ উৎসব বাংলাদাশ ৪ ছ,unrelated
2125,3135,অপহৃত স্কুল ছাত্রী ফির : বোকো হারাম,unrelated
2126,2388,সৌ ঘুমন্ত অবস্থা আগুন পুড় ২ বাংলাদেশী ‍মৃত্যু,unrelated
2127,3732,ক রুদ্ মুহম্মদ শহিদুল্লাহ ২৭তম মৃত্যুবার্ষি,agree
2128,1657,বাজাট পুঁজিবাজার বিনিয়োগ বাড়ানো নীতি সহা : অর্থমন্ত্রী,unrelated
2129,1443,বিকাল বাড্ডা ইউলুপ উদ্বোধন প্রধানমন্ত্রী,unrelated
2130,1246,আট অনাহার ভারতী তিন শিশু মৃত্যু,unrelated
2131,3566,উড়ন্ত রাশিয়া হারি গ্রুপ চ্যাম্পিয়ন উরুগু,agree
2132,3423,সাবেক স্ত্রী চাঁদনী বাপ্পা মজুমদা,agree
2133,944,ভল্ট স্বর্ণ জটিল দাশ ব্যবস্থা নেব অর্থমন্ত্রী,agree
2134,3446,রাঙ্গামা বৌদ্ধদ আষাঢ়ি পূর্ণিমা উদযাপন,agree
2135,2149,খালেদা জিয়া চিকিৎসা যাবতী ব্য ব চা বিএন,unrelated
2136,3032,বাংলাদেশি কানাডিয়ান এমপি পার গর্বিত : ড,unrelated
2137,617,১০৯ মিনিট গোল অনূর্ধ্ব১৯ ইউরো চ্যাম্পিয়ন পর্তুগাল,agree
2138,1572,নিরাপত্ চাদর রাজশাহী মহানগরী,unrelated
2139,2917,স খুন ঈদ দেখুন কাল পুতুল,unrelated
2140,3888,ক্রিকেট অবস নি জ,unrelated
2141,2304,মেসিরোনালদো বিহীন বিশ্বকাপ লজ্জা,unrelated
2142,2981,নির্বাচনী ইশতেহা বাস্তবায়ন অঙ্গীকা লিটন,unrelated
2143,3719,গায়ানা তীর তরী ডুবা মুশফি,agree
2144,2102,ইউরোপ আমেরিকা ছাড়া আ পণ্য রপ্তানি বাজা খোঁজা,agree
2145,974,বরিশাল নির্বাচন জাতী পার্ প্রার্থী প্রার্থী বহাল,agree
2146,2068,করপোরেট ক কমা সুবিধা সৌভাগ্যবশত পে ব্যাংক মা,agree
2147,3227,জনগণ আস্থা গাজীপুর নির্বাচন প্রত্যাখ্ বিএন,unrelated
2148,3087,অটোয়াস্থ বাংলাদেশ হা কমিশন গণহত্ দিবস পালিত,unrelated
2149,2698,হ্যারি জাদু তিউনিসিয়া হারাল ইংল্যান্ড,agree
2150,2077,প্রকাশিত সালমান লেখা গান সেলফিশ,unrelated
2151,2336,আই দ্বিতী ব্যাচ প্রশিক্ষণার্থীদ সনদ প্রদান,agree
2152,2389,৪৫ বছর ধান উৎপাদন তিনগুণ,unrelated
2153,1607,লিভারপুল গোলরক্ষক প্রাণনাশ হুম,agree
2154,975,কান চলচ্চিত্ উৎসব শ্রীদেবী সম্মান,unrelated
2155,3355,নেদারল্যান্ড মুজিবনগ দিবস পালিত,agree
2156,4273,আলমডাঙ্গা সাবরেজিস্ট্রার অপসারণ বিক্ষোভ মি,agree
2157,2258,দুদক হয়রানি উদ্যেশ্ না: দুদক চেয়ারম্,agree
2158,3282,বিএন কো সংস্কা আন্দোলন ষড়যন্ত্,agree
2159,1027,দক্ষিণ আফ্রিকা বন্দুকধারী গু ১১ নি,agree
2160,1812,গুরুত অসুস্থ খালেদা জিয়া সরকা চিকিৎসা দি না: লন্ডন মির্জা ফখরুল,unrelated
2161,4022,রাজধানী অভিযান ইয়াবাগাঁজা গ্রেফ ৬১,agree
2162,2832,স্ট্রোক আক্রান্ত রোগী মস্তিষ্ক কার্যক্ষম জিঙ্কো বিলো,agree
2163,4295,লিভা সুস্থ উপা,unrelated
2164,260,শুক্ ঢাকা ইফ ৬ ৩৯ মিনিট,unrelated
2165,2874,শী খুশকি সমস্,agree
2166,987,বাজাট কম্পিউ দাম বাড়ব ১১ শতাংশ,unrelated
2167,3696,চাঁদ মানুষ পাঠাব নাসা,agree
2168,3152,সাংবাদিক আন আহমেদ,agree
2169,2298,বাংলাদেশ সরকার গুড ডে: আবদুল মুহিত,unrelated
2170,2151,নীলক্ষ ব দোকানদা ঢা শিক্ষার্থীদ হাতাহাতি,agree
2171,904,মামলা প্রত্যাহার দা রা শিক্ষার্থীদ বিক্ষোভ,unrelated
2172,143,পদক নেব কালিনিচ,unrelated
2173,2517,কান চলচ্চিত্ উৎসব শ্রীদেবী সম্মান,agree
2174,235,বিএন দোটানা থাকল ভোট চা শরি,agree
2175,1485,হি ইজ অসাম,agree
2176,3168,জার্মানি প্রকল্প বাস্তবায়ন বাংলাদেশ ৩৩৭.২ মিলিয়ন ইউরো দাব,unrelated
2177,901,যুবদল সাংগঠনিক সম্পাদক মামুন আটক,unrelated
2178,3786,গফরগাঁও ইয়াবা ইউ চেয়ারম্যান ভা আটক,unrelated
2179,793,লিভা সুস্থ উপা,agree
2180,819,কার্বনডাইঅক্সাইড মিলব জ্বালানি,agree
2181,4145,জাতী বিশ্ববিদ্যালয়: ডিগ্রি পাস সার্টিফিকেট কোর্স পরীক্ষা সম পরিবর্তন,agree
2182,2280,শিক্ষা যুগান্তকারী পরিবর্তন এস : শিক্ষামন্ত্রী,agree
2183,801,কয়লা উধাও সন্তোষজনক ব্যাখ্ পায়নি পর্যবেক্ষক দল,agree
2184,3988,আদর্শ জায়গা ক ধারণ,agree
2185,2307,চট্টগ্রাম প্রবাসী হত্যা ৫ ফাঁ আদেশ,unrelated
2186,2057,সুদ মে ব্য সাড় ৫১ টাকা,agree
2187,3097,অভিনেত্রী পাও দাম অসুস্থ,unrelated
2188,2187,সুস্বাস্থ্ শর্ গুরুত্ব,agree
2189,4366,জা মঙ্গল শিক্ষকদ ধর্মঘট,agree
2190,2213,বেলজিয়াম স্বাগত জানাল লাখো সমর্থক,agree
2191,4403,সাংস্কৃতিক যুদ্ধ নিরসন ঐক্য জরুরি : ডেপু স্পিকা,unrelated
2192,2356,কো সংস্কার: চ বিক্ষোভ,agree
2193,2558,রাজধানী মাদকবিরোধী অভিযান গ্রেফ ৭২,unrelated
2194,2958,ওয়েস্ট ইন্ডিজ বাংলাদেশ দল,unrelated
2195,2088,সড় হত্যা জড়িতদ ফাঁ দা নিউইয়র্ সমা,unrelated
2196,4043,আর্জেন্টিনা গ্রুপপর্ব পা হ ম্যারাডোনা সংশ,unrelated
2197,1771,নরেন্দ্ মোদী অভিনন্দন ইমরান খান,unrelated
2198,2514,কমিউনি স্বাস্থ্য সেবা জাপান পদ্ধতি অনুসরণীয়: স্বাস্থ্য প্রতিমন্ত্রী,agree
2199,885,পুলিশ বাহিনী আধুনিকায়ন সরকা,agree
2200,2676,স্বল্পদৈর্ঘ্য চলচ্চিত্র নির্মলেন্ গুণ,agree
2201,3559,থাইরয়াড সমস্ লক্ষণসমূহ,unrelated
2202,1480,নিরাপত্তাজনিত কারণ জ সরি নওয়াজ মরিয়ম সফদা,agree
2203,2431,শিশুদ আবদা মিটাচ্ছ বড়,agree
2204,1682,পরোয়া তামিল গ্রহণ নাম ম্যাজিস্ট্রেট অহেতুক কালক্ষেপণ করেছে: হাইকোর্ট,agree
2205,2126,ঢা তিন ছাত্রলীগ নেতাকর্মী সাময়িক বহিষ্কা,agree
2206,2013,দাশ এক লোক হেপাটাইট ভাই আক্রান্ত,agree
2207,4426,উন্নত বিশ্ব বেড় শিশু দারিদ্র্য,unrelated
2208,1470,সুলতানপু নূরুল ইসলাম স্কুল সভাপতি ফরিদ,agree
2209,3041,পাকিস্তান খেলা প্রস্তাব ফিরি দিল নিউজিল্যান্ড,unrelated
2210,585,মস্তিষ্ ক্ষম বৃদ্ধি চুম্বক থ,agree
2211,3657,ধড়ক ছ ট্রেলার বাজিমাত ঈশানজাহ্নবী,agree
2212,1236,সারাদাশ কম্পিউটিংগেমিং ছড়ি দিনরাত্রি গিগাবাইট একসাথ,agree
2213,4016,বেসি জ্যেষ্ঠ সহসভাপতি রাস অ্যাপিক মার্কেটিং চেয়ারপার্সন,unrelated
2214,1031,বাতাস মিটব জল চাহিদা,unrelated
2215,3358,কু শিক্ষ বিরুদ্ধ যৌন হয়রানি অভিযোগ ছাত্রী,agree
2216,4241,বিএনপি প্রতিবাদ সমা হয়নি ৭ জুলা,unrelated
2217,2680,জন্মদিন পার্ করা ৯ ছাত্ রড দি পে শিক্ষক,agree
2218,4486,শিক্ষার্থীদ অবরোধ থম নারায়ণগঞ্জ,agree
2219,630,স্বর্ণ আমদানি বাংলাদেশ ব্যাংক অনুমোদিত ডিল,agree
2220,993,সমুদ্ বন্দর ৩ নম্ব স্থানী সতর্ক সংকেত,unrelated
2221,4071,ইন্দোনেশিয়া ভূমিকম্প আটকা পড় ৫০০ পর্বতারোহী,unrelated
2222,535,শিশুদ ইন্টারনেট,unrelated
2223,3973,টিকিট কেলেঙ্কারি ক্যারিবিয়ান ফুটবল প্রধান নিষিদ্ধ,agree
2224,1533,ফিল্ বিড়ি ও প্রস্তাবিত ২৫ শতাংশ ক প্রত্যাহা দা,unrelated
2225,6,বসন্ত উপলক্ষ আজকেরডিল ৩০ শতাংশ ক্যাশব্যাক অফা,agree
2226,1440,রা অধ্যাপক রেজাউল হত্ মামলা রা,agree
2227,4239,তিন দশক ই ফির আন্তর্জাতিক ফুটবল টুর্নামেন্ট,unrelated
2228,4270,ভারতী ছাত্রী ছিন হ ব্যাগ উদ্ধা আটক ৩,agree
2229,17,মাদাম তুসোয় শাহিদ কাপুর মূর্তি,agree
2230,1320,সাকিব পথ হাঁট আফ্রিদি,unrelated
2231,3224,ঘৃতকুমারী গুণাগুণ,unrelated
2232,2993,ডিভাইস স্ক্রিন আসক্তি মানব দাহ ক্ষতিক র বিতর্ক,unrelated
2233,4505,ব্রাজিল আর্জেন্টিনা প্রস্তুত স্পার্টাক স্টেডিয়াম,unrelated
2234,3261,জা উপাচার্যপন্থী শরীফ এনামুল কবীরপন্থী শিক্ষকদ হাতাহাতি,agree
2235,902,নির্ভুল বাংলা লিখ একুশ বাংলা কিবোর্ড যাত্,agree
2236,1752,দ্রুত চিকিৎসা খালেদা জিয়া পঙ্গুদৃষ্টিহীন পারেন: নজরুল,agree
2237,574,ফয়জু উগ্রবাদী ভিডি সরবরাহ ক সোহাগ,agree
2238,16,ভ্যাট আইন বাস্তবায়ন একতরফা এগু এন,unrelated
2239,3939,রাজধানী মিরপুর গুপ্তধন সন্ধান মা খুঁড় পুলিশ,unrelated
2240,618,বিভাগী হাকিম নিয়োগ,unrelated
2241,4410,টরন্টো শাহজাহান বাচ্চু হত্ প্রতি সমা,agree
2242,1289,বিনোদন কেন্দ্র প্রাণ হিল্লোল,agree
2243,1615,দক্ষিণখান ব্রিফ শিশু লাশ আটক ১,agree
2244,3965,২৯৯ দাশ ৭৪০ পণ্য রফতানি সরকার: বাণিজ্যমন্ত্রী,agree
2245,4399,বিশ্বকাপ চাঙ্গা রাশিয়া অর্থনীতি,agree
2246,513,ডিজিটাল বাংলাদেশ যুব সম্প্রদা পরিবর্তন প্রকৃত ধারক,unrelated
2247,1324,রিয়াদ স্বাধীন দিবস উপলক্ষ সংবর্ধ,agree
2248,3486,সিঙ্গাপুর প্রধানমন্ত্রী ১৫ লাখ মানুষ তথ্য হ্যাকড,agree
2249,3281,‌অবৈধ বাংলাদেশি রোহিঙ্গা দেশ ছাড়ল করুন,unrelated
2250,4369,২ মে মৌখিক সতর্ক করলো ই,agree
2251,2899,যমজ এবার ঈদ থাকছ মোশাররফ করিম,agree
2252,3086,হটলাইন অভিযোগ পা শান্তিনগর দুদক টিম,unrelated
2253,3249,গরম সর্দি কাশি জ্ব,unrelated
2254,509,হাজীপুর প্রতারক চক্র হামলা গৃহবধূ নি,agree
2255,338,দেশবাসী জেপি ঈদ শুভেচ্ছা,unrelated
2256,435,মুসলিম দাশ পারস্পরিক সম্পর্ক বৃদ্ধি ওআ কর্মকর্ বৈঠক,agree
2257,2675,রাজশাহীবরিশাল নির্বাচন হবে: ফখরুল,agree
2258,2277,ঘাম দুর্গন্ধ নিয়ন্ত্রণ উপা,agree
2259,2947,আজ র য দাশ,unrelated
2260,2000,বিকাল দাশ ফির এশিয়া কাপ চ্যাম্পিয়ন মা,unrelated
2261,1715,দেশ ব্যক্তি স্বার্থ রাজনীতি: প্রধানমন্ত্রী,agree
2262,1167,ঈদ ছোটপর্দা পোড়ামন,unrelated
2263,949,এবার ঈদ আনন্দমেলা উপস্থাপক,unrelated
2264,3982,দাদী মা যাওয়া শুটিং বাতিল রণবী,agree
2265,4444,জা উপাচার্যপন্থী শরীফ এনামুল কবীরপন্থী শিক্ষকদ হাতাহাতি,unrelated
2266,173,ডিম খাব,agree
2267,3537,তুরস্ ঐতিহাসিক মুজিবনগ দিবস পালিত,unrelated
2268,4144,মেক্সিকো সড়ক দুর্ঘটনা নি ১৩,agree
2269,965,রাজধানী দিনব্যাপী ভারতী শিক্ষা মেলা,unrelated
2270,3197,অ্যাসাঞ্জস অবশ্য ইকুয়েড দূতাবাস ছাড়,agree
2271,2544,নাজিম উদ্ নি ঘটনা চাল দা মানববন্ধন,agree
2272,2372,সুয়ারেজ কামড় দেয়া হুম,agree
2273,2234,বিএসএমএমইউ নেয়া খালেদা জিয়াকে: আইজি প্রিজন্স,unrelated
2274,2556,ঈদ সিদ্দিক দম্পতি মেড ইন ফর ২,unrelated
2275,4244,আর্জেন্টিনা বিদা মান ঘোষণা দি মৃত্যু ধা বিবরণী রচ,agree
2276,2489,মেহেরপুর হত্ মামলা ৩ যাবজ্জী,unrelated
2277,1216,জালনোট প্রতিরোধ আসল নোট বিজ্ঞাপণ প্রচার ব্যাংক নির্দেশ,agree
2278,3604,পিএস সদস্য আবদুল মান্নান শপথ নি,unrelated
2279,4106,অন্বেষা চাঁদ হা,agree
2280,2946,ডি ড্রামা ধামাকা ইউটিউব চ্যানাল মোশারফ করিম চঞ্চল চৌধুরী,agree
2281,2473,নূ ফেরৎ কানাডা কোর্ট বাংলাদাশ মামলা,agree
2282,1783,ছ লুক পরিবর্তন কর,agree
2283,4234,ফিফা শীর্ষ দশ তালিকা নেইমা,agree
2284,1874,আদাল খালেদা জিয়া হাজি,agree
2285,4397,৫০০ উদ্যোক্ প্রশিক্ষণ দাব সিস্টেম টেকনোলজ,agree
2286,1441,ভ ভাঙ ১ বছ সম প বিজিএম,unrelated
2287,3819,যশোর বিডিনগ অষ্টম সম্মেলন,agree
2288,4495,জাতী বিশ্ববিদ্যাল অনার্স দ্বিতী বর্ষ পরীক্ষা ফল প্রকাশ,agree
2289,4304,বাকৃ ফুড ইঞ্জিনিয়ারিং ক্লাব কমি,agree
2290,369,উন্নত বিশ্ব বেড় শিশু দারিদ্র্য,agree
2291,1172,রাজধানী শীর্ষ মাদক ব্যবসায়ী ১৩৮৪,agree
2292,1641,বিজিএম ভ ভাঙা সময় আদেশ ২৭ মার্চ,unrelated
2293,587,ইন্সটাগ্রাম এক পোস্ট বিরাট কোহ আ ১,agree
2294,2310,গ্রীষ্মজুড় নিউইয়র্ নানান আয়োজন ব্যস্ত প্রবাসী,agree
2295,2967,নৈশ পার্ চিয়ারলিডারদ ড বিপা দিল্,unrelated
2296,1899,মার্কিন দূতাবাস বিএনপি মুখপাত্র: জ,unrelated
2297,978,ফ্রান্ চূড়ান্ত দল লাকাজেতমার্শাল,unrelated
2298,1142,আফগানিস্তান ৪০ সরকারি কর্মচারি জিম্মি,unrelated
2299,1675,পরিবর্তন রিমেক রেনেসাঁ গান,unrelated
2300,1847,সুইড সুইজার‌ল্যান্ড খেলা,unrelated
2301,1188,খালেদা জিয়া জামিন মেয়াদ বাড়লো ১৯ জুলা,agree
2302,4241,ম মা স্বপ্ন,agree
2303,642,সীতাকুণ্ড খাল ডুব ৪৮ ঘন্ ছাত্র লাশ উদ্ধা,agree
2304,3761,এক ক্রোয়েশিয়া সাফল্য রহস্য,agree
2305,3345,শিহালা রেস্ট হাউ অনীহা নওয়াজ মরিয়ম শরী,agree
2306,3624,কো সংস্কার: চ বিক্ষোভ,unrelated
2307,3983,টোকিও বঙ্গবন্ধু জন্ম জাতী শিশু দিবস পালিত,unrelated
2308,2895,সৌরভ নির্মিত ওয়েব সিরিজ,agree
2309,321,জিম্বাবু ভোট গ্রহণ চল নিজ দল ভোট দেব মুগাব,unrelated
2310,1805,শেকৃ সাদা ভুট্ খাদ্য মেলা অনুষ্ঠিত,unrelated
2311,3456,তারকাঁ এক সিনেমা জাহিদ চৌধুরী,agree
2312,3519,চোখ চারপাশ যত্ন,agree
2313,4196,ব্যাংকিং খা ইমেজ সংকট,agree
2314,3641,অভিষেকঐশ্বরিয়া মা ভ ভবিষ্যৎ প্রধানমন্ত্রী,unrelated
2315,4187,বাঘা আম ক্যারাট ফেন্সিডিল,agree
2316,2719,ফিন্যান্সিয়াল এক্সপ্র সম্পাদক মোয়াজ্জেম হোস,agree
2317,4213,খালেদা জিয়া মুক্তি দা বিএনপি কর্মসূচি,agree
2318,4498,নিউইয়র্ স্পোর্টস কাউন্সিল ফুটবল লিগ উদ্বোধন,unrelated
2319,4230,বিচ্ছাদ পথ হাঁটছ অর্জুনমাহ,agree
2320,4081,অটোয়া বঙ্গবন্ধু জন্মবার্ষি জাতী শিশু দিবস পালিত,agree
2321,479,আদাল আদেশ উপেক্ষা সাজা হাইকোর্ট নিশর্ত ক্ষমা ম্যাজিস্ট্রাট,unrelated
2322,259,জ্বালানিবান্ধব বিনিয়োগ আন্তর্জাতিক পুরস্কা প সিটিব্যাংক,agree
2323,2688,ড. জাফ ইকবাল ও জঙ্গি হামলা ৬ নাম চার্জশিট,agree
2324,1931,বাস চাপা নি স্কুল শিক্ষার্থী শোকা রুব,agree
2325,2860,নূ ফেরৎ কানাডা কোর্ট বাংলাদাশ মামলা,unrelated
2326,3812,ভ প্রদাশ সিলিন্ডা বিস্ফোরণ নি ৪,unrelated
2327,1358,১১১ কুশিলবদ পানি ঘোলা চা বিএনপি: ড. হাছান মাহমুদ,unrelated
2328,113,দক্ষিণ পূর্ব এশিয়া ছাড় উ,agree
2329,3104,মাস্টার্স শেষপর্ব পরীক্ষা ফরম পূরণ সোম,unrelated
2330,3029,মাদ সম্পৃক্ত ছাড় নয়: ডিএম কমিশনা,agree
2331,1640,পানি পান উপকারি,unrelated
2332,3891,কানাডা পহেলা বৈশাখ পালন প্রস্তুতি চল,agree
2333,1752,বাংলাদেশ দূতাবাস হ্ গণহত্ দিবস পালন,unrelated
2334,13,ঈদ শাকিবঅপু,unrelated
2335,1242,১৫ আগস্ট কুশীলবদ : হাছান মাহমুদ,agree
2336,3185,শিগগি বিশ্ব শীর্ষ ব্র্যান্ড পরিণত ওয়ালটন,agree
2337,4259,রোবট শেফ,unrelated
2338,373,দেশপ্রেমিক নেতৃত্ব ও আস্থাশীল সেনাবাহিনী নির্দেশ প্রধানমন্ত্রী,agree
2339,3135,বয়স এক সংখ্ : ধোনি,agree
2340,2859,হাইকোর্ট খালেদা জিয়া জামিন শুনানি মঙ্গল,unrelated
2341,3514,অর্থনৈতিক চ্যালেঞ্জ বিবেচনা বাজেট প্রস্তাব দাব এফবিসি,unrelated
2342,3595,১০ মিনিট তেজপা পোড়াল উপকা পাব,agree
2343,3803,এক বা ধাক্কা আরেক বা পিষ্ট,unrelated
2344,4242,অর্থনৈতিক প্রবৃদ্ধি ধা দেশেবিদাশ প্রশংসিত : নানক,unrelated
2345,4202,ডেসটিনি অবসায়ন প্রশ্ন আপিল আদেশ সোম,unrelated
2346,2457,আমি কথা রাখব,unrelated
2347,1241,দাশ স্থান বজ্র বৃষ্,unrelated
2348,304,যুক্তরাষ্ট্র পবিত্ ঈদুল ফিত উদযাপন,agree
2349,3502,কালবৈশাখী কারণ,agree
2350,1759,হজ ওমরাহ নীতি পরিবর্তন,agree
2351,3118,চ ইফতারি নবাবী স্বাদ,unrelated
2352,2500,৯ আগস্ট নিলাম উঠ দাউদ ইব্রাহিম বাড়ি,unrelated
2353,2507,ফরাসি ফুটবল খেলেনি : লভর,agree
2354,752,মাবা কবর পাশ চিরনিদ্রায় শায়িত হ এম সুজা,unrelated
2355,752,ক্লাশ আসুন নইল আইনগত ব্যাবস্থা বাধ্য হব,agree
2356,1661,স্থগিত থাক খালেদা জিয়া জামিন,unrelated
2357,2771,নেত্রকোনা কার্গো জাহাজ ডুব শ্রমিক নিখোঁজ,unrelated
2358,263,বিআইজেএ সম্পাদক ৪ পদত্যাগ,agree
2359,2705,ধামরাই সংঘর্ষ আ ব্যক্তি মৃত্যু,agree
2360,2759,সার্বিক স্বাস্থ্য সচেতন নারী ক্ষমতায়ন গুরুত্বপূর্ণ,unrelated
2361,1623,রাজধানী বাড্ডা ইউলুপ উদ্বোধন প্রধানমন্ত্রী,agree
2362,2306,নি ১৩০ পুলিশ সদস্য পরি ঈদ উপহা আইজি,agree
2363,2681,রাজধানী মাদকবিরোধী অভি মাদক গ্রেফ ১২৮,unrelated
2364,818,রাজ্জাক বায়োপিক রাজাধিরাজ রাজ্জাক,unrelated
2365,4116,লেখক চিন্তাবিদ আহমদ ছফা জন্ম ৩০ জুন,unrelated
2366,2447,পাগল দা কোপ এক শিশু নি,unrelated
2367,2636,বাণিজ্য যুদ্ধ বাস্তবতা: ফ অর্থমন্ত্রী,unrelated
2368,2823,ত্ব যত্ন অলিভ অয়,unrelated
2369,2443,আগামীকাল আবাসন মেলা চট্টগ্রাম,unrelated
2370,2444,যৌথ ট : বেনাপোল শার্শা সীমান্ অপরাধ কম,agree
2371,3257,২০ জুলা বিএনপি বিক্ষোভ সমা,unrelated
2372,485,ম্যাগাজিন অনুষ্ঠান ঈদ বাজ বাজার,unrelated
2373,1893,চাঁপাইনবাবগঞ্ ধর্ষণ মামলা তিন যাবজ্জী,agree
2374,2502,জুহি বি প্রস্তাব দি সালমান,unrelated
2375,1309,বাড্ডা রাজধানী তিন থানা ও রদবদল,unrelated
2376,700,মা মাঠ নামবো: মওদুদ,unrelated
2377,2242,বাংলাদেশ ৭৪০ মিলিয়ন মার্কিন ডলা ঋণ দাব বিশ্বব্যাংক,unrelated
2378,3087,সুদান বাংলাদাশ অনারারী কনসাল জেনারাল অফ উদ্বোধন,agree
2379,2007,ভালো খাল ডেনমার্ হারল পেরু,agree
2380,1061,জঙ্গিসন্ত্রাসীদ মাদক ব্যবসায়ীদ নির্মূল,unrelated
2381,1122,কান ময়লা রঙ দে সুস্থ অসুস্থ,unrelated
2382,2328,পোশাক খা যথাযথ মূল্য নিশ্চি বাংলাদাশ আহ্বান,agree
2383,4559,পূর্ণিমা আড্ডা অতিথি সজল,unrelated
2384,300,অতিরিক্ত লবণ গ্রহণ অপকারি,agree
2385,99,সম্পত্তি বিরোধ লাশ ২ স্ত্রী টানাটানি,unrelated
2386,1804,বিনামূল্ ১০০০ অনলাইন ফ্রিল্যান্সিং প্রশিক্ষণ দিব ইশিখন,agree
2387,2324,তাড়াশ স্ত্রী হত্ দা স্বামী মৃত্যুদণ্ড,unrelated
2388,3343,ম অটোগ্রাফ প সাইকাল চাপ ভারত রাশিয়া,unrelated
2389,4332,অকার্যক ধারা মামলা পুলিশ আইজি ব্যবস্থা নে নির্দেশ,unrelated
2390,3959,লক্ষ্মীপুর কপিরাইট অভিযোগ ২৫ ব্যবসায়ী আটক,agree
2391,3331,গোপালগঞ্জ বঙ্গবন্ধু বিশ্ববিদ্যাল ৩ বিভাগ ১ ইনস্টিটিউট,agree
2392,1200,শী পাশ্চাত্য পোশা,unrelated
2393,2381,মির্জা ফখরুল মা মৃত্যু নিউইয়র্ দোয়া মাহফিল,unrelated
2394,3809,উচ্চ মাধ্যমি ৩ ব বাজারজাতকরণ ১ জুলা,agree
2395,4434,১৩৯০০ টাকা অফ পি দি সিস্টেম,unrelated
2396,1514,মহাকাশ রহস্যম আলো উত্স,unrelated
2397,4249,সাগররুনি হত্ মামলা : প্রতিবেদন দাখিল ৫ সেপ্টেম্ব,unrelated
2398,4058,অটোয়া বাংলাদেশ হাইকমিশন উদ্যোগ মুজিবনগ দিবস পালিত,agree
2399,1185,ইন্সটাগ্রাম এক পোস্ট বিরাট কোহ আ ১,unrelated
2400,269,সৈয়দ আলমাস কবী বেসি সভাপতি,agree
2401,4236,কো আন্দোলন ন ফারুক গ্রেফ,agree
